Tipo,Descripcion,Habitaciones,Baños,Área,Barrio,UPZ,Valor
Apartamento,Apartamento en venta en Chapinero,3,2,102,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 575.000.000
Apartamento,Apartamento en venta en Los Rosales,3,3,230,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.380.000.000
Apartamento,Apartamento en venta en Chico Reservado,2,2,49,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 477.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,104,Cedritos,Usaquén,$ 367.500.000
Apartamento,Apartamento en venta en Rafael Uribe Uribe,3,2,63,Rafael Uribe Uribe,Los Alcázares,$ 251.000.000
Apartamento,Apartamento en venta en Kennedy,4,2,88,Kennedy,Kennedy Central,$ 393.400.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,82,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 592.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,55,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 165.000.000
Apartamento,Apartamento en venta en Kennedy,2,2,53,Kennedy,Kennedy Central,$ 150.500.000
Apartamento,Apartamento en venta en Colina Campestre,3,2,63,Colina Campestre,Niza,$ 298.000.000
Apartamento,Apartamento en venta en Tintala,3,1,45,Tintala,Tintala,$ 140.000.000
Apartamento,Apartamento en venta en Suba,3,2,69,Suba,Suba,$ 270.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,63,Usaquén,Usaquén,$ 285.000.000
Apartamento,Apartamento en venta en Salitre ,3,2,83,Salitre ,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 500.000.000
Apartamento,Apartamento en venta en Chapinero Central,3,2,93,Chapinero Central,Localidad Chapinero resto,$ 380.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,79,Cedritos,Usaquén,$ 240.000.000
Apartamento,Apartamento en venta en Puente Largo,3,3,119,Puente Largo,La Alhambra,$ 685.000.000
Apartamento,Apartamento en venta en Puente Largo,2,3,86,Puente Largo,La Alhambra,$ 395.000.000
Apartamento,Apartamento en venta en El Chicó,1,1,49,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 320.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,94,Usaquén,Usaquén,$ 360.000.000
Apartamento,Apartamento en venta en La Salle,1,1,37,La Salle,CHAPINERO: Pardo Rubio + Chapinero,$ 220.000.000
Apartamento,Apartamento en venta en Suba,2,2,42,Suba,Suba,$ 195.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,94,Usaquén,Usaquén,$ 345.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,79,Cedritos,Usaquén,$ 240.000.000
Apartamento,Apartamento en venta en Kennedy,2,2,55,Kennedy,Kennedy Central,$ 214.000.000
Apartamento,Apartamento en venta en Chapinero Alto,1,1,52,Chapinero Alto,CHAPINERO: Pardo Rubio + Chapinero,$ 370.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,4,183,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 980.000.000
Apartamento,Apartamento en venta en Engativa,3,3,54,Engativa,Engativá,$ 249.000.000
Casa,Casa en venta en Usaquén,3,3,140,Usaquén,Usaquén,$ 534.000.000
Apartamento,Apartamento en venta en Chico Norte,5,5,427,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 2.200.000.000
Apartamento,Apartamento en venta en Usaquén,3,4,265,Usaquén,Usaquén,$ 1.390.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,5,217,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.700.000.000
Apartamento,Apartamento en venta en Nicolas De Federman,3,3,94,Nicolas De Federman,Teusaquillo,$ 595.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,123,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 450.000.000
Apartamento,Apartamento en venta en San Cristobal,2,1,45,San Cristobal,Sosiego,$ 180.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,54,Cedritos,Usaquén,$ 328.000.000
Apartamento,Apartamento en venta en Kennedy,2,1,39,Kennedy,Kennedy Central,$ 163.500.000
Apartamento,Apartamento en venta en Pasadena ,3,3,116,Pasadena ,,$ 460.000.000
Finca,Finca en venta en Zona Noroccidental,3,6,370,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000
Apartamento,Apartamento en venta en Ciudad Bolívar,2,1,40,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 142.000.000
Casa,Casa en venta en Santa Barbara,1,2,58,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 419.600.000
Casa,Casa en venta en Kennedy,2,1,43,Kennedy,Kennedy Central,$ 116.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,89,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 358.000.000
Apartamento,Apartamento en venta en Engativa,3,2,50,Engativa,Engativá,$ 160.500.000
Apartamento,Apartamento en venta en Cedritos,3,2,95,Cedritos,Usaquén,$ 442.436.000
Apartamento,Apartamento en venta en Usaquén,3,2,61,Usaquén,Usaquén,$ 270.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,73,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 318.000.000
Apartamento,Apartamento en venta en Engativa,3,2,70,Engativa,Engativá,$ 298.500.000
Apartamento,Apartamento en venta en Engativa,3,2,54,Engativa,Engativá,$ 280.000.000
Apartamento,Apartamento en venta en El Chicó,2,3,92,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 860.000.000
Apartamento,Apartamento en venta en Teusaquillo,3,2,58,Teusaquillo,Teusaquillo,$ 116.000.000
Apartamento,Apartamento en venta en Puente Aranda,3,1,52,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 120.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,124,Usaquén,Usaquén,$ 1.100.000.000
Apartamento,Apartamento en venta en Pasadena ,2,2,61,Pasadena ,,$ 410.000.000
Apartamento,Apartamento en venta en Barrios Unidos,3,3,103,Barrios Unidos,Los Andes,$ 800.000.000
Apartamento,Apartamento en venta en Colina Campestre,3,2,84,Colina Campestre,Niza,$ 516.742.260
Apartamento,Apartamento en venta en Cedritos,2,2,86,Cedritos,Usaquén,$ 520.000.000
Casa,Casa en venta en Kennedy,5,3,172,Kennedy,Kennedy Central,$ 280.000.000
Oficina/Consultorio,Oficina/Consultorio en venta en Santa Barbara,4,4,256,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.670.000.000
Apartamento,Apartamento en venta en Chico Navarra,4,6,396,Chico Navarra,USAQUÉN: Country Club + Santa Bárbara,$ 2.000.000.000
Casa,Casa en venta en Engativa,3,3,92,Engativa,Engativá,$ 359.000.000
Apartamento,Apartamento en venta en Kennedy,3,5,310,Kennedy,Kennedy Central,$ 2.900.000.000
Finca,Finca en venta en Bella Suiza,6,9,800,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 5.000.000.000
Apartamento,Apartamento en venta en Santa Barbara,5,7,576,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.650.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,152,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.070.000.000
Apartamento,Apartamento en venta en Salitre ,2,2,63,Salitre ,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 602.113.626
Apartamento,Apartamento en venta en Salitre ,3,3,111,Salitre ,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 882.532.946
Casa,Casa en venta en Zona Noroccidental,3,3,215,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.300.000.000
Apartamento,Apartamento en venta en Chico Norte,3,3,129,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 565.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,130,Usaquén,Usaquén,$ 995.000.000
Apartamento,Apartamento en venta en Chapinero,4,6,515,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.400.000.000
Casa,Casa en venta en San Patricio,5,8,400,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 2.600.000.000
Casa,Casa en venta en Pontevedra ,4,5,208,Pontevedra ,La Floresta,$ 850.000.000
Apartamento,Apartamento en venta en El Batán,2,3,112,El Batán,La Alhambra,$ 480.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,68,Usaquén,Usaquén,$ 380.000.000
Casa,Casa en venta en Chapinero,5,5,773,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 4.600.000.000
Casa,Casa en venta en Zona Noroccidental,3,4,300,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.850.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,2,174,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 750.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,122,Usaquén,Usaquén,$ 890.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,5,129,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 820.000.000
Casa,Casa en venta en Usaquén,3,5,264,Usaquén,Usaquén,$ 1.500.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 650.000.000
Apartamento,Apartamento en venta en Los Rosales,3,3,164,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.400.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,4,165,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 730.000.000
Casa,Casa en venta en Rafael Uribe Uribe,9,4,250,Rafael Uribe Uribe,Los Alcázares,$ 460.000.000
Apartamento,Apartamento en venta en Andes Norte,3,3,154,Andes Norte,La Floresta,$ 1.260.000.000
Casa,Casa en venta en Usaquén,3,2,114,Usaquén,Usaquén,$ 416.000.000
Apartamento,Apartamento en venta en Fontibón,3,1,53,Fontibón,Fontibón,$ 168.000.000
Casa,Casa en venta en Usaquén,3,2,114,Usaquén,Usaquén,$ 416.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,2,81,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000
Apartamento,Apartamento en venta en Santa Barbara,1,2,55,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 388.000.000
Apartamento,Apartamento en venta en Barrios Unidos,2,2,73,Barrios Unidos,Los Andes,$ 320.000.000
Apartamento,Apartamento en venta en Engativa,3,2,75,Engativa,Engativá,$ 319.000.000
Apartamento,Apartamento en venta en Cedritos,3,1,61,Cedritos,Usaquén,$ 280.000.000
Casa,Casa en venta en Zona Noroccidental,3,2,84,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 350.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000
Apartamento,Apartamento en venta en Engativa,3,3,94,Engativa,Engativá,$ 485.000.000
Apartamento,Apartamento en venta en Chapinero,1,1,23,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 180.000.000
Apartamento,Apartamento en venta en Barrios Unidos,3,4,219,Barrios Unidos,Los Andes,$ 1.450.000.000
Apartamento,Apartamento en venta en Engativa,3,2,55,Engativa,Engativá,$ 250.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000
Casa,Casa en venta en Barrios Unidos,3,3,71,Barrios Unidos,Los Andes,$ 230.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,3,67,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 477.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,63,Kennedy,Kennedy Central,$ 280.000.000
Apartamento,Apartamento en venta en Barrios Unidos,1,1,52,Barrios Unidos,Los Andes,$ 255.000.000
Apartamento,Apartamento en venta en Cantagallo,3,2,65,Cantagallo,Britalia,$ 330.000.000
Casa,Casa en venta en Zona Noroccidental,3,5,290,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.200.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,1,63,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 345.000.000
Apartamento,Apartamento en venta en Santa Ana,4,4,230,Santa Ana,Usaquén,$ 2.200.000.000
Apartamento,Apartamento en venta en Usaquén,1,2,72,Usaquén,Usaquén,$ 450.000.000
Apartamento,Apartamento en venta en Los Rosales,3,4,300,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 3.000.000.000
Casa,Casa en venta en Cedritos,3,4,159,Cedritos,Usaquén,$ 595.000.000
Apartamento,Apartamento en venta en Fontibón,2,2,73,Fontibón,Fontibón,$ 260.000.000
Apartamento,Apartamento en venta en Los Lagartos,3,2,55,Los Lagartos,La Floresta,$ 260.000.000
Apartamento,Apartamento en venta en Chico Reservado,2,2,88,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 640.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,80,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 385.000.000
Apartamento,Apartamento en venta en Los Lagartos,3,3,102,Los Lagartos,La Floresta,$ 600.000.000
Apartamento,Apartamento en venta en Bella Suiza,2,2,78,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 475.000.000
Apartamento,Apartamento en venta en Chapinero,2,3,139,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 825.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,70,Cedritos,Usaquén,$ 415.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,2,66,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 430.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,89,Usaquén,Usaquén,$ 460.000.000
Apartamento,Apartamento en venta en Bella Suiza,2,2,83,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 450.000.000
Apartamento,Apartamento en venta en Chapinero,3,5,342,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 3.500.000.000
Casa,Casa en venta en Gran Granada,4,2,77,Gran Granada,Garcés Navas,$ 255.000.000
Apartamento,Apartamento en venta en Modelia,2,1,60,Modelia,Fontibón,$ 260.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000
Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000
Apartamento,Apartamento en venta en Bosa,2,1,45,Bosa,Bosa Central,$ 116.000.000
Casa,Casa en venta en Usaquén,5,3,130,Usaquén,Usaquén,$ 505.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,2,81,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000
Casa,Casa en venta en Tintala,2,1,54,Tintala,Tintala,$ 167.000.000
Casa,Casa en venta en Santa Barbara,1,2,58,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 419.600.000
Casa,Casa en venta en Usaquén,3,3,140,Usaquén,Usaquén,$ 534.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,77,Usaquén,Usaquén,$ 445.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,82,Usaquén,Usaquén,$ 300.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 354.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,60,Cedritos,Usaquén,$ 299.000.000
Casa,Casa en venta en Cedritos,3,3,146,Cedritos,Usaquén,$ 690.000.000
Apartamento,Apartamento en venta en Nicolas De Federman,2,2,68,Nicolas De Federman,Teusaquillo,$ 508.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,95,Cedritos,Usaquén,$ 442.436.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 232.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,66,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 285.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,64,Cedritos,Usaquén,$ 277.000.000
Apartamento,Apartamento en venta en Villa Alsacia,2,1,41,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 188.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,64,Cedritos,Usaquén,$ 385.000.000
Apartamento,Apartamento en venta en Bosa,2,2,74,Bosa,Bosa Central,$ 489.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,82,Usaquén,Usaquén,$ 340.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000
Casa,Casa en venta en Usaquén,3,5,175,Usaquén,Usaquén,$ 1.170.000.000
Casa,Casa en venta en Barrios Unidos,8,5,142,Barrios Unidos,Los Andes,$ 450.000.000
Apartamento,Apartamento en venta en Los Rosales,2,2,75,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 580.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,173,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 730.000.000
Apartamento,Apartamento en venta en Engativa,3,2,54,Engativa,Engativá,$ 280.000.000
Apartamento,Apartamento en venta en Engativa,3,2,70,Engativa,Engativá,$ 298.500.000
Apartamento,Apartamento en venta en Barrios Unidos,2,2,62,Barrios Unidos,Los Andes,$ 411.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,61,Usaquén,Usaquén,$ 270.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,73,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 318.000.000
Apartamento,Apartamento en venta en Usme,2,2,85,Usme,USME: Alfonso López + Ciudad Usme,$ 550.000.000
Apartamento,Apartamento en venta en Bogotá D.C,3,3,164,Bogotá D.C,Ciudad Salitre Occidental,$ 1.150.000.000
Apartamento,Apartamento en venta en Chapinero,3,3,175,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.200.000.000
Apartamento,Apartamento en venta en Kennedy,3,5,310,Kennedy,Kennedy Central,$ 2.900.000.000
Casa,Casa en venta en Bogotá D.C,4,5,566,Bogotá D.C,Ciudad Salitre Occidental,$ 2.800.000.000
Apartamento,Apartamento en venta en Los Rosales,3,3,125,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 900.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,63,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 290.500.000
Apartamento,Apartamento en venta en Usaquén,1,2,70,Usaquén,Usaquén,$ 474.500.000
Casa,Casa en venta en Cedritos,5,5,205,Cedritos,Usaquén,$ 1.100.000.000
Apartamento,Apartamento en venta en Santa Barbara,1,1,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,177,Usaquén,Usaquén,$ 875.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,76,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 375.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000
Apartamento,Apartamento en venta en Santa Paula,3,4,186,Santa Paula,USAQUÉN: Country Club + Santa Bárbara,$ 1.300.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,4,365,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 2.865.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,82,Usaquén,Usaquén,$ 406.000.000
Apartamento,Apartamento en venta en Fontibón,3,4,184,Fontibón,Fontibón,$ 920.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,85,Usaquén,Usaquén,$ 519.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,96,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 500.000.000
Apartamento,Apartamento en venta en Usaquén,4,5,345,Usaquén,Usaquén,$ 3.600.000.000
Apartamento,Apartamento en venta en Engativa,3,2,70,Engativa,Engativá,$ 280.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,57,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 225.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,86,Usaquén,Usaquén,$ 451.000.000
Apartamento,Apartamento en venta en San Cipriano,3,2,75,San Cipriano,Britalia,$ 350.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,92,Usaquén,Usaquén,$ 491.000.000
Apartamento,Apartamento en venta en Chapinero,2,3,196,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.550.000.000
Apartamento,Apartamento en venta en Los Rosales,1,2,75,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 560.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,215,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.250.000.000
Apartamento,Apartamento en venta en Chapinero,1,2,98,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 980.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,215,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.250.000.000
Apartamento,Apartamento en venta en Los Rosales,3,3,247,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 2.800.000.000
Apartamento,Apartamento en venta en Quinta Camacho,3,4,325,Quinta Camacho,CHAPINERO: Chicó Lago + El Refugio,$ 2.200.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,4,333,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 5.500.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,54,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 165.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 405.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,4,3,96,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 423.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 500.000.000
Casa,Casa en venta en Los Mártires,5,5,355,Los Mártires,La Sabana,$ 550.000.000
Casa,Casa en venta en Zona Noroccidental,4,5,187,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.050.000.000
Apartamento,Apartamento en venta en El Refugio,3,3,224,El Refugio,CHAPINERO: Chicó Lago + El Refugio,$ 1.490.000.000
Apartamento,Apartamento en venta en Chapinero,1,2,48,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 600.000.000
Apartamento,Apartamento en venta en Engativa,2,2,57,Engativa,Engativá,$ 273.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,67,Usaquén,Usaquén,$ 268.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,75,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 315.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,98,Usaquén,Usaquén,$ 458.000.000
Apartamento,Apartamento en venta en Los Mártires,3,2,60,Los Mártires,La Sabana,$ 258.000.000
